,"Provincia, cantón y distrito",Población de 15 años y más,Tasa neta de participación,Tasa de ocupación,Tasa de desempleo abierto,Porcentaje de población económicamente inactiva,Relación de dependencia económica,Porcentaje de población ocupada  ,,
,San Pedro         ,6317,42.2,40.8,3.4,57.8,2.4,62.0,7.7,30.3
,Platanares        ,5175,44.3,43.4,2.1,55.7,2.1,51.4,13.0,35.6
,Pejibaye          ,5749,44.1,43.5,1.2,55.9,2.2,67.4,7.3,25.3
,Cajón  ,6007,41.4,39.4,4.9,58.6,2.4,54.6,9.4,36.0
,Barú             ,1755,47.7,46.4,2.9,52.3,1.9,42.0,15.7,42.3
,Río Nuevo         ,2166,46.1,45.7,0.9,53.9,2.1,59.9,10.2,29.9
,Páramo            ,3201,47.3,46.3,2.2,52.7,1.9,51.2,12.6,36.2
,,,,,,,,,,
,León Cortés Castro,9084,47.2,46.0,2.4,52.8,1.8,51.6,11.0,37.4
,,,,,,,,,,
,San Pablo         ,3123,47.7,46.3,2.9,52.3,1.8,31.5,11.6,56.8
,San Andrés        ,1174,46.1,44.8,2.8,53.9,1.9,63.5,4.4,32.1
,Llano Bonito      ,1552,44.3,43.2,2.5,55.7,2.1,71.8,5.1,23.1
,San Isidro        ,1123,44.5,42.7,4.0,55.5,2.1,63.7,7.7,28.5
,Santa Cruz        ,1271,51.9,51.7,0.5,48.1,1.5,49.8,26.5,23.7
,San Antonio       ,841,48.5,47.8,1.5,51.5,1.7,63.2,6.0,30.8
,,,,,,,,,,
,Alajuela,632572,52.9,51.3,3.0,47.1,1.5,17.3,21.1,61.5
,,,,,,,,,,
,Alajuela,195003,55.8,53.9,3.5,44.2,1.3,5.8,26.8,67.4
,,,,,,,,,,
,Alajuela          ,34485,55.1,53.4,3.1,44.9,1.3,1.6,20.9,77.5
,San José          ,32052,56.7,54.7,3.5,43.3,1.3,2.0,25.5,72.6
,Carrizal          ,5077,57.0,54.9,3.8,43.0,1.4,14.9,21.7,63.5
,San Antonio       ,19002,57.2,55.1,3.8,42.8,1.3,3.2,34.2,62.6
,Guácima           ,14959,55.7,54.1,2.9,44.3,1.4,8.6,34.2,57.2
,San Isidro        ,12938,54.9,52.7,4.1,45.1,1.4,13.4,22.3,64.3
,Sabanilla         ,6557,53.3,51.7,2.9,46.7,1.6,29.1,20.3,50.7
,San Rafael        ,20137,56.5,53.7,4.9,43.5,1.3,4.4,36.5,59.0
,Río Segundo       ,8382,56.3,54.2,3.8,43.7,1.3,1.8,25.7,72.5
,Desamparados      ,19768,57.1,55.0,3.7,42.9,1.3,2.7,24.8,72.5
,Turrúcares        ,5772,52.7,51.4,2.3,47.3,1.5,13.9,20.5,65.6
,Tambor            ,8180,53.5,52.0,2.7,46.5,1.5,8.9,29.3,61.8
,Garita          ,5619,55.3,53.7,2.9,44.7,1.3,9.8,22.1,68.0
,Sarapiquí         ,2075,51.8,51.2,1.1,48.2,1.6,21.8,28.5,49.7
,,,,,,,,,,
,San Ramón,61084,51.0,49.5,2.9,49.0,1.6,16.9,17.8,65.3
,,,,,,,,,,
,San Ramón         ,7220,51.0,49.7,2.5,49.0,1.4,2.6,14.3,83.1
,Santiago          ,3340,52.8,51.3,3.0,47.2,1.6,23.7,20.0,56.4
,San Juan          ,8957,50.9,49.0,3.8,49.1,1.6,5.6,20.8,73.6
,Piedades Norte    ,6213,49.8,48.7,2.3,50.2,1.6,15.6,17.7,66.7
,Piedades Sur      ,2844,48.2,47.5,1.5,51.8,1.7,47.0,15.8,37.1
,San Rafael        ,7256,51.4,49.9,3.0,48.6,1.5,12.1,17.2,70.7
,San Isidro        ,3388,50.8,50.1,1.5,49.2,1.6,10.3,22.9,66.9
,Ángeles           ,6180,49.4,47.5,3.9,50.6,1.8,24.7,16.5,58.8
,Alfaro            ,5472,51.0,49.7,2.5,49.0,1.6,9.5,19.7,70.8
,Volio            ,1731,53.7,51.7,3.8,46.3,1.4,24.8,20.9,54.3
,Concepción        ,1787,46.9,45.3,3.5,53.1,1.8,32.3,18.5,49.2
,Zapotal           ,300,57.3,57.0,0.6,42.7,1.3,69.0,19.3,11.7
,Peñas Blancas ,6396,54.3,52.5,3.3,45.7,1.7,31.5,13.9,54.5
,,,,,,,,,,
,Grecia,58182,53.8,52.2,2.9,46.2,1.5,15.9,25.3,58.8
,,,,,,,,,,
,Grecia            ,12069,55.3,53.8,2.7,44.7,1.2,2.6,22.9,74.4
,San Isidro        ,4591,53.1,51.5,3.1,46.9,1.4,11.8,29.1,59.0
,San José          ,6064,53.7,52.5,2.3,46.3,1.5,13.1,27.0,60.0
,San Roque         ,8512,53.3,52.1,2.4,46.7,1.5,8.1,26.7,65.2
,Tacares           ,6013,54.4,52.9,2.7,45.6,1.4,24.7,21.6,53.7
,Río Cuarto        ,7521,54.0,52.5,2.8,46.0,1.7,51.2,12.9,35.9
,Puente de Piedra  ,7920,52.6,50.7,3.6,47.4,1.5,9.7,36.4,53.8
,Bolívar           ,5492,52.3,50.4,3.5,47.7,1.5,14.6,29.5,55.9
,,,,,,,,,,
,San Mateo,4719,44.7,43.7,2.2,55.3,1.9,31.9,10.2,57.9
,,,,,,,,,,
,San Mateo         ,2103,47.1,46.3,1.8,52.9,1.7,20.8,9.2,70.0
,Desmonte          ,812,42.1,41.6,1.2,57.9,2.1,40.8,13.6,45.6
,Jesús María       ,1804,43.1,41.7,3.2,56.9,2.1,42.4,9.8,47.8
,,,,,,,,,,
,Atenas,20006,50.7,49.7,2.1,49.3,1.5,12.8,20.1,67.1
,,,,,,,,,,
,Atenas            ,6113,52.4,51.2,2.2,47.6,1.4,5.2,15.8,79.0
,Jesús            ,2834,52.1,50.8,2.5,47.9,1.5,14.5,20.8,64.8
,Mercedes          ,2427,51.3,50.0,2.5,48.7,1.5,11.4,22.2,66.3
,San Isidro        ,2155,48.5,47.7,1.6,51.5,1.7,29.5,20.3,50.2
,Concepción        ,2732,47.7,47.0,1.5,52.3,1.7,7.9,24.0,68.1
,San José          ,1499,50.6,49.4,2.2,49.4,1.6,19.2,19.6,61.3
,Santa Eulalia     ,1588,53.5,52.5,1.9,46.5,1.4,21.2,21.3,57.4
,Escobal,658,41.3,40.1,2.9,58.7,2.1,15.2,33.3,51.5
,,,,,,,,,,
,Naranjo,32302,50.7,49.3,2.7,49.3,1.6,17.2,25.3,57.5
,,,,,,,,,,
,Naranjo           ,12353,50.9,49.4,3.0,49.1,1.5,8.7,25.0,66.3
,San Miguel        ,3375,52.2,51.2,1.9,47.8,1.6,14.3,32.8,52.9
,San José          ,2415,49.4,48.3,2.2,50.6,1.7,37.2,16.6,46.2
,Cirrí Sur         ,3430,50.9,49.9,2.0,49.1,1.6,26.5,22.5,51.0
,San Jerónimo      ,2388,49.1,47.2,3.9,50.9,1.8,21.9,26.4,51.7
,San Juan          ,2356,53.4,51.4,3.7,46.6,1.5,22.9,20.8,56.4
,El Rosario        ,2716,51.6,50.5,2.1,48.4,1.7,16.3,34.4,49.3
,Palmitos,3269,48.0,46.6,2.9,52.0,1.7,20.9,22.6,56.5
,,,,,,,,,,
,Palmares,27032,51.7,50.1,3.2,48.3,1.5,9.4,23.8,66.8
,,,,,,,,,,
,Palmares          ,2986,50.5,49.3,2.5,49.5,1.4,4.1,19.6,76.4
,Zaragoza          ,6444,51.3,49.6,3.2,48.7,1.5,11.0,21.3,67.7
,Buenos Aires      ,5897,53.5,51.9,2.9,46.5,1.4,6.9,23.5,69.7
,Santiago          ,2145,48.9,47.6,2.5,51.1,1.6,21.1,23.2,55.7
,Candelaria        ,1509,52.2,49.8,4.7,47.8,1.5,17.3,23.2,59.5
,Esquipulas        ,4867,52.9,51.1,3.4,47.1,1.6,9.6,29.2,61.2
,La Granja         ,3184,50.7,48.9,3.5,49.3,1.6,4.7,25.6,69.7
,,,,,,,,,,
,Poás,21926,53.1,51.2,3.6,46.9,1.5,16.9,24.3,58.7
,,,,,,,,,,
,San Pedro         ,5851,53.3,51.2,3.9,46.7,1.4,11.4,22.1,66.6
,San Juan          ,3499,53.2,51.8,2.8,46.8,1.5,21.3,21.7,57.0
,San Rafael        ,4104,53.9,52.0,3.5,46.1,1.5,23.7,24.2,52.1
,Carrillos         ,6808,52.8,50.9,3.7,47.2,1.6,6.5,30.6,63.0
,Sabana Redonda    ,1664,51.9,49.9,3.8,48.1,1.7,53.7,12.5,33.7
,,,,,,,,,,
,Orotina,15137,48.2,46.9,2.7,51.8,1.8,9.9,15.6,74.5
,,,,,,,,,,
,Orotina           ,7409,51.0,49.8,2.3,49.0,1.6,6.3,13.0,80.7
,El Mastate        ,1346,47.2,45.5,3.6,52.8,1.9,5.6,19.1,75.3
,Hacienda Vieja    ,813,51.9,50.8,2.1,48.1,1.4,16.2,13.3,70.5
,Coyolar           ,4188,44.6,43.1,3.3,55.4,2.2,13.2,17.4,69.4
,La Ceiba          ,1381,43.4,42.1,3.0,56.6,2.2,22.2,24.4,53.4
,,,,,,,,,,
,San Carlos,116816,54.2,52.7,2.8,45.8,1.6,26.1,14.9,59.0
,,,,,,,,,,
,Quesada           ,31319,57.0,55.6,2.5,43.0,1.4,5.7,16.4,78.0
,Florencia         ,11116,51.0,49.8,2.3,49.0,1.7,20.4,17.8,61.7
,Buenavista        ,222,52.7,52.3,0.9,47.3,1.8,62.1,18.1,19.8
,Aguas Zarcas      ,14116,53.7,51.8,3.4,46.3,1.7,24.8,16.4,58.8
,Venecia           ,6754,53.1,51.4,3.2,46.9,1.7,25.1,15.2,59.7
,Pital            ,12124,56.3,54.8,2.5,43.7,1.5,52.3,10.1,37.7
,La Fortuna        ,10769,62.3,60.8,2.5,37.7,1.3,17.5,10.2,72.3
,La Tigra          ,4540,48.8,47.7,2.3,51.2,1.9,43.7,9.3,47.0
,La Palmera        ,4663,47.7,46.1,3.4,52.3,1.8,22.8,24.6,52.6
,Venado            ,1266,55.0,53.4,2.9,45.0,1.5,48.2,17.3,34.5
,Cutris            ,6974,51.1,49.1,4.0,48.9,1.9,58.3,12.4,29.3
,Monterrey         ,2482,53.1,52.0,2.0,46.9,1.6,38.4,17.0,44.6
,Pocosol           ,10471,47.1,45.6,3.0,52.9,2.1,48.0,15.6,36.4
,,,,,,,,,,
,Zarcero,9249,54.8,54.3,0.9,45.2,1.4,39.6,15.7,44.6
,,,,,,,,,,
,Zarcero           ,3151,50.7,50.4,0.6,49.3,1.5,21.0,17.3,61.7
,Laguna            ,1287,58.3,57.6,1.2,41.7,1.2,31.2,21.1,47.8
,Tapesco           ,952,59.6,59.0,0.9,40.4,1.3,43.1,10.9,46.1
,Guadalupe         ,853,53.0,52.1,1.8,47.0,1.5,45.3,18.5,36.3
,Palmira           ,997,59.3,58.9,0.7,40.7,1.3,71.0,9.7,19.3
,Zapote            ,535,54.8,54.2,1.0,45.2,1.5,61.4,7.6,31.0
,Brisas          ,1474,55.6,55.1,0.9,44.4,1.4,47.7,17.1,35.2
,,,,,,,,,,
,Valverde Vega,13645,50.8,49.2,3.1,49.2,1.6,17.1,26.2,56.7
,,,,,,,,,,
,Sarchí Norte      ,5406,50.6,49.4,2.3,49.4,1.6,14.2,25.7,60.1
,Sarchí Sur        ,3915,52.1,50.2,3.6,47.9,1.5,8.8,31.3,59.9
,Toro Amarillo     ,209,61.2,58.9,3.9,38.8,1.1,30.9,9.8,59.3
,San Pedro         ,2554,48.4,47.2,2.5,51.6,1.8,28.9,23.2,47.9
,Rodríguez         ,1561,50.4,47.8,5.2,49.6,1.7,27.6,22.7,49.7
,,,,,,,,,,
,Upala,30304,44.9,43.8,2.5,55.1,2.2,45.1,8.9,46.0
,,,,,,,,,,
,Upala            ,11221,49.0,47.6,2.9,51.0,1.9,31.7,9.5,58.8
,Aguas Claras      ,3497,44.0,42.5,3.4,56.0,2.2,46.1,9.4,44.5
,San José o Pizote ,4944,40.9,40.2,1.7,59.1,2.6,62.4,5.0,32.6
,Bijagua           ,3308,46.6,45.8,1.8,53.4,1.9,39.6,12.2,48.2
,Delicias          ,2993,43.2,42.7,1.2,56.8,2.5,59.0,7.1,33.9
,Dos Ríos          ,2095,39.6,38.2,3.5,60.4,2.8,62.2,10.6,27.2
,Yolillal          ,2246,39.6,38.6,2.7,60.4,2.7,59.4,9.5,31.2
,,,,,,,,,,
,Los Chiles,16195,47.5,45.7,3.8,52.5,2.1,54.6,7.9,37.5
,,,,,,,,,,
,Los Chiles        ,8858,48.7,46.3,4.9,51.3,2.1,46.9,7.8,45.3
,Caño Negro        ,1299,42.9,42.7,0.4,57.1,2.2,61.1,6.8,32.1
,El Amparo         ,4133,47.2,46.0,2.4,52.8,2.1,62.0,9.5,28.5
,San Jorge         ,1905,45.8,43.9,4.2,54.2,2.1,70.8,5.7,23.4
,,,,,,,,,,
,Guatuso,10972,46.1,44.8,2.9,53.9,2.1,49.3,9.9,40.8
,,,,,,,,,,
,San Rafael        ,5550,46.8,45.0,3.9,53.2,2.1,37.6,11.6,50.8
,Buenavista        ,1136,41.7,41.1,1.5,58.3,2.3,69.4,6.2,24.4
,Cote             ,646,40.7,39.8,2.3,59.3,2.3,53.7,15.6,30.7
,Katira,3640,47.4,46.5,1.9,52.6,2.0,60.3,7.4,32.2
,,,,,,,,,,
,Cartago,372280,53.4,51.7,3.2,46.6,1.5,13.2,21.4,65.4
,,,,,,,,,,
,Cartago,113972,53.2,51.4,3.3,46.8,1.4,10.2,23.2,66.5
,,,,,,,,,,
,Oriental          ,10401,49.4,47.8,3.1,50.6,1.4,2.6,15.5,81.9
,Occidental        ,8363,52.0,50.7,2.6,48.0,1.3,2.0,16.9,81.1
,Carmen          ,13726,53.7,52.1,3.0,46.3,1.4,3.7,23.7,72.7
,San Nicolás       ,19353,53.0,51.0,3.8,47.0,1.5,4.2,27.8,68.0
,Aguacaliente o San Francisco,23815,54.6,52.3,4.1,45.4,1.4,4.5,27.5,67.9
,Guadalupe o Arenilla,11259,53.5,51.7,3.2,46.5,1.4,3.7,28.0,68.4
,Corralillo        ,8210,50.7,49.5,2.3,49.3,1.6,31.8,17.4,50.8
,Tierra Blanca     ,3794,51.4,50.8,1.2,48.6,1.6,53.5,14.2,32.3
,Dulce Nombre      ,7958,56.6,54.9,2.9,43.4,1.3,8.2,21.6,70.1
,Llano Grande      ,3219,57.7,56.9,1.2,42.3,1.3,64.5,8.5,27.0
,Quebradilla       ,3874,51.5,49.2,4.5,48.5,1.7,24.1,28.9,47.0
,,,,,,,,,,
,Paraíso,43318,51.5,49.6,3.7,48.5,1.6,16.6,22.8,60.6
,,,,,,,,,,
,Paraíso           ,16085,53.4,51.5,3.6,46.6,1.4,10.7,21.6,67.7
,Santiago          ,4012,52.0,50.6,2.6,48.0,1.7,51.7,13.2,35.1
,Orosi            ,6861,47.3,45.9,3.0,52.7,1.8,19.9,19.3,60.8
,Cachí            ,4145,48.2,46.4,3.7,51.8,1.7,28.4,16.4,55.2
,Llanos de Santa Lucía,12215,52.3,49.9,4.5,47.7,1.7,7.4,31.5,61.1
,,,,,,,,,,
,La Unión,75029,59.3,57.3,3.4,40.7,1.2,1.9,20.0,78.1
,,,,,,,,,,
,Tres Ríos         ,7778,55.8,54.3,2.7,44.2,1.1,0.9,15.2,83.9
,San Diego         ,16258,60.4,58.0,3.9,39.6,1.2,1.3,21.2,77.5
,San Juan          ,10699,65.8,64.1,2.7,34.2,0.9,1.0,13.1,85.9
,San Rafael        ,10598,58.0,55.9,3.7,42.0,1.3,2.0,21.8,76.2
,Concepción        ,12376,59.1,57.0,3.6,40.9,1.3,2.7,20.8,76.5
